iter	Passed	Remaining
1667	26214	1288
1668	26230	1273
1669	26244	1257
1670	26259	1241
1671	26273	1225
1672	26288	1209
1673	26303	1194
1674	26320	1178
1675	26335	1162
1676	26350	1147
1677	26365	1131
1678	26379	1115
1679	26394	1099
1680	26409	1084
1681	26425	1068
1682	26439	1052
1683	26453	1036
1684	26468	1021
1685	26485	1005
1686	26503	989
1687	26522	974
1688	26538	958
1689	26553	942
1690	26567	926
1691	26583	911
1692	26597	895
1693	26613	879
1694	26628	864
1695	26643	848
1696	26657	832
1697	26676	816
1698	26693	801
1699	26709	785
1700	26725	769
1701	26742	754
1702	26757	738
1703	26773	722
1704	26788	707
1705	26805	691
1706	26819	675
1707	26836	659
1708	26854	644
1709	26870	628
1710	26885	612
1711	26900	597
1712	26915	581
1713	26929	565
1714	26944	549
1715	26958	534
1716	26973	518
1717	26989	502
1718	27004	486
1719	27020	471
1720	27036	455
1721	27051	439
1722	27066	424
1723	27080	408
1724	27093	392
1725	27108	376
1726	27122	361
1727	27135	345
1728	27149	329
1729	27165	314
1730	27181	298
1731	27196	282
1732	27212	266
1733	27230	251
1734	27246	235
1735	27262	219
1736	27276	204
1737	27290	188
1738	27305	172
1739	27320	157
1740	27335	141
1741	27350	125
1742	27365	109
1743	27380	94
1744	27397	78
1745	27414	62
1746	27429	47
1747	27445	31
1748	27460	15
1749	27477	0
