iter	MultiClass
459	1.063940161
460	1.063156544
461	1.062423554
462	1.061755458
463	1.061043822
464	1.060137932
465	1.059502409
466	1.05876801
467	1.058096257
468	1.057412381
469	1.056621334
470	1.056018415
471	1.055368598
472	1.054695676
473	1.054084185
474	1.053365321
475	1.052627449
476	1.051963523
477	1.051268892
478	1.050519468
479	1.049863035
480	1.049151115
481	1.048593817
482	1.047936895
483	1.047240427
484	1.046633686
485	1.045964627
486	1.045286204
487	1.044622159
488	1.043827218
489	1.043116864
490	1.042522379
491	1.041842671
492	1.041083027
493	1.040361998
494	1.039748423
495	1.039043398
496	1.038487153
497	1.037832794
498	1.03723283
499	1.036449423
500	1.035838142
501	1.035094741
502	1.034303405
503	1.033656209
504	1.032870099
505	1.032239518
506	1.031510535
507	1.030823186
508	1.030077703
509	1.029465197
510	1.028878286
511	1.028379607
512	1.027644208
513	1.02708451
514	1.0264256
515	1.02579446
516	1.025279558
517	1.024674318
518	1.024076234
519	1.023520921
520	1.022843925
521	1.022243811
522	1.021738719
523	1.020958534
524	1.020264944
525	1.019729379
526	1.019074979
527	1.018508732
528	1.017924958
529	1.017220863
530	1.016629365
531	1.015977236
532	1.015451539
533	1.014885384
534	1.014487985
535	1.013796783
536	1.013197324
537	1.012631122
538	1.011931553
539	1.011360279
540	1.010707578
541	1.00995748
542	1.009343669
543	1.008619639
544	1.008068248
545	1.00763489
546	1.007132298
547	1.006548169
548	1.00588129
549	1.005253731
550	1.004697069
551	1.004112854
552	1.003472635
553	1.002865779
554	1.002247221
555	1.001696045
556	1.001144376
557	1.000507398
558	0.9999089199
559	0.9993992883
560	0.9988754686
561	0.9982742778
562	0.9976353598
563	0.9971077366
564	0.9966954966
565	0.9961135443
566	0.9955543511
567	0.9951775078
568	0.9946140487
569	0.9940734685
570	0.9933740596
571	0.9929845061
572	0.992427204
573	0.9918365877
574	0.9912448309
575	0.9907295004
576	0.9900965642
577	0.9895849736
578	0.9890137882
579	0.988528594
580	0.9880006787
581	0.9874265569
582	0.9868762754
583	0.9862620929
584	0.9858533443
585	0.9852917615
586	0.9846517338
587	0.984025549
588	0.9835121522
589	0.9829843417
590	0.9825716226
591	0.9820066187
592	0.9814826308
593	0.9810016247
594	0.9803375548
595	0.9797656855
596	0.9793449813
597	0.9788083199
598	0.978267741
599	0.977910654
600	0.9772798562
601	0.976754138
602	0.9762177936
603	0.975744696
604	0.9751089164
605	0.9745996807
606	0.974108564
607	0.9736785787
608	0.9730798333
609	0.9724821993
610	0.9719110942
611	0.9713640977
612	0.9708638135
613	0.9703544526
614	0.969828038
615	0.9693012522
616	0.9687278311
617	0.9681821749
618	0.9675729289
619	0.9668675761
620	0.9664120896
621	0.9660126694
622	0.9656680547
623	0.9653193158
624	0.964779551
625	0.964243086
626	0.9636765253
627	0.9631334831
628	0.9625782348
629	0.9620747878
630	0.9615561343
631	0.9610125113
632	0.9606685834
633	0.9601577519
634	0.9597515793
635	0.9592430419
636	0.9589279297
637	0.9583343606
638	0.9579445741
639	0.9576376612
640	0.9571872891
641	0.9567472769
642	0.9562000586
643	0.955716495
644	0.9553161216
645	0.9548045568
646	0.9543060047
647	0.9537720352
648	0.9532093625
649	0.9527937549
650	0.9523459072
651	0.9518903279
652	0.9514276223
653	0.9510010863
654	0.9505361567
655	0.9500124702
656	0.9495181156
657	0.9488820198
658	0.9484837825
659	0.9479789035
660	0.9474963343
661	0.9470250189
662	0.9465176655
663	0.9460928125
664	0.9456915553
665	0.9451655039
666	0.9447990045
667	0.9443157149
668	0.9438240208
669	0.9433225665
670	0.9429030011
671	0.942441462
672	0.94199636
673	0.9414568384
674	0.9409409312
675	0.9404773074
676	0.939886946
677	0.9393564685
678	0.9388403547
679	0.938408964
680	0.9379646226
681	0.937459931
682	0.9369694346
683	0.9365133008
684	0.9360571908
685	0.9355904913
686	0.9351658485
687	0.9346015002
688	0.9342280865
689	0.9338098969
690	0.9334334198
691	0.9330336229
692	0.9324475128
693	0.9320336456
694	0.9316201577
695	0.9310787629
696	0.9307181393
697	0.9301997529
698	0.9297474111
699	0.92939963
700	0.9287591731
701	0.9283702964
702	0.9279796571
703	0.9275088939
704	0.9270182122
705	0.9266377556
706	0.9262874621
707	0.9257572472
708	0.9254097848
709	0.9251059958
710	0.9246563245
711	0.9242563246
712	0.9238331754
713	0.923352954
714	0.922925966
715	0.9224015689
716	0.9219722124
717	0.9215783349
718	0.921184591
719	0.9208622928
720	0.9203759061
721	0.9198855742
722	0.9194137876
723	0.9189463426
724	0.9185930543
725	0.9181115436
726	0.917653101
727	0.917213375
728	0.9168749487
729	0.9164296366
730	0.9159857097
731	0.9155620845
732	0.9150621898
733	0.9146411073
734	0.9143308555
735	0.9139482721
736	0.9134894385
737	0.9130201158
738	0.912518717
739	0.9120683591
740	0.9115136511
741	0.9109739953
742	0.9104476212
743	0.9099989645
744	0.9094842588
745	0.9091372858
746	0.9087841056
747	0.9083829377
748	0.9079871613
749	0.9076104854
750	0.9072421777
751	0.9068157212
752	0.9063068002
753	0.9058197924
754	0.9054617601
755	0.9051497959
756	0.9046601996
757	0.9042550108
758	0.9038095556
759	0.9033978637
760	0.9028643711
761	0.9024042876
762	0.9018390863
763	0.901484623
764	0.901120733
765	0.9009374097
766	0.9005345331
767	0.9002306484
768	0.8999417904
769	0.8993885223
770	0.8990901235
771	0.8986964208
772	0.8982633173
773	0.8978147033
774	0.8973956541
775	0.8968478782
776	0.8963911678
777	0.8959355242
778	0.895569359
779	0.89509793
780	0.8945672489
781	0.8941337301
782	0.893729669
783	0.893417845
784	0.8929788229
785	0.8926487632
786	0.8922166952
787	0.8917344305
788	0.8913313438
789	0.8908542939
790	0.8905111441
791	0.8900390764
792	0.8896557246
793	0.889288079
794	0.8888766435
795	0.888564728
796	0.8882489296
797	0.8879255739
798	0.8874958057
799	0.8871285982
800	0.8867404526
801	0.8864796509
802	0.8860208152
803	0.8857390892
804	0.885360623
805	0.8850572806
806	0.8846499557
807	0.8843625046
808	0.8839916221
809	0.8836614569
810	0.8832763631
811	0.8829584206
812	0.8824619764
813	0.8820520915
814	0.8815489925
815	0.8810368102
816	0.8806854759
817	0.8802971471
818	0.8798944617
819	0.8794786758
820	0.8790226978
821	0.8786266411
822	0.8781761523
823	0.8777821276
824	0.8774497878
825	0.877074291
826	0.8766985983
827	0.8763200972
828	0.8760375747
829	0.875783926
830	0.8754398062
831	0.8749967081
832	0.874678436
833	0.8741880521
834	0.8739395406
835	0.8736058033
836	0.873255804
837	0.872799313
838	0.8724743037
839	0.872133051
840	0.8718135324
841	0.8714788422
842	0.8711496077
843	0.8707391322
844	0.8703525359
845	0.870125326
846	0.8696264693
847	0.869242894
848	0.86891114
849	0.8685215279
850	0.8681954808
851	0.8677953503
852	0.8674974219
853	0.8671715643
854	0.8668255346
855	0.866430376
856	0.8659950889
857	0.8656578361
858	0.8652729386
859	0.8649599358
860	0.8645932806
861	0.8643304961
862	0.8640669113
863	0.8637843464
864	0.8634192904
865	0.8631622499
866	0.8628338133
867	0.8622417451
868	0.8618614
869	0.8614503037
870	0.8611072844
871	0.8606880394
872	0.8602358403
873	0.8597963885
874	0.8594517344
875	0.8592483423
876	0.8589389837
877	0.8586300729
878	0.8582966788
879	0.8579604756
880	0.8576108804
881	0.8571376524
882	0.8566684657
883	0.8563942166
884	0.8560282867
885	0.855671129
886	0.8552615272
887	0.8548876808
888	0.8545113082
889	0.8542551298
890	0.8538056144
891	0.8535183487
892	0.8531568071
893	0.8528701337
894	0.8525510319
895	0.8520702895
896	0.8516426076
897	0.8513186261
898	0.8509515782
899	0.8506644157
900	0.8503742744
901	0.8500996396
902	0.8497987719
903	0.8495039423
904	0.8490966727
905	0.8488007316
906	0.8483912516
907	0.8480557389
908	0.8477353754
909	0.847342242
910	0.8470883599
911	0.8467223664
912	0.8463748736
913	0.8460428086
914	0.8458097832
915	0.8454437938
916	0.8450167605
917	0.8446320296
918	0.8442527436
919	0.8439203859
920	0.8435902975
921	0.8432679767
922	0.8429583136
923	0.8427336225
924	0.8422280282
925	0.8418416157
926	0.8414203429
927	0.8411544314
928	0.8407709179
929	0.8405012624
930	0.8401578028
931	0.8397573383
932	0.8394574872
933	0.8390344485
934	0.838654941
935	0.8382445154
936	0.8380138911
937	0.8375796969
938	0.8371901051
939	0.8368387396
940	0.8366080552
941	0.8362755767
942	0.8359553434
943	0.8356320937
944	0.8352875162
945	0.8349757213
946	0.8345227631
947	0.8342348498
948	0.8338540264
949	0.8336278709
950	0.8333218411
951	0.8330162815
952	0.8327180848
953	0.8324328872
954	0.8320707218
955	0.8318018798
956	0.8314694094
957	0.831251442
958	0.8309811527
959	0.8307014618
960	0.8304380215
961	0.8300563751
962	0.8296582781
963	0.8294443546
964	0.8289426834
965	0.8285584143
966	0.8281746606
967	0.8279357312
968	0.8276740335
969	0.8273760183
970	0.8271009094
971	0.8266758499
972	0.8264153693
973	0.8260493447
974	0.8257474259
975	0.8254702095
976	0.8252025206
977	0.8248334832
978	0.8245448887
979	0.8242342626
980	0.8237712235
981	0.8234666531
982	0.8231467981
983	0.8227764816
984	0.8225424235
985	0.8221860886
986	0.8216665698
987	0.8213154614
988	0.8209635939
989	0.8207291293
990	0.8205256035
991	0.8202746233
992	0.8198629895
993	0.8195432389
994	0.8192656005
995	0.818979926
996	0.8186038115
997	0.8182764369
998	0.8177541136
999	0.8173558924
1000	0.8170690772
1001	0.8167234594
1002	0.816501939
1003	0.8162514196
1004	0.815979214
1005	0.8155386075
1006	0.8153419023
1007	0.8149644832
1008	0.8146183793
1009	0.8143209799
1010	0.8140419129
1011	0.8135657195
1012	0.8132682897
1013	0.8129751869
1014	0.8125924571
1015	0.8122944983
1016	0.8119793841
1017	0.8117193617
1018	0.8113559147
1019	0.8110654808
1020	0.8107319076
1021	0.8103971029
1022	0.8100724724
1023	0.8097462762
1024	0.8094631836
1025	0.8090971858
1026	0.8088592522
1027	0.8085453837
1028	0.8083052082
1029	0.8079690272
1030	0.8076541124
1031	0.8073674472
1032	0.8070475429
1033	0.8068726365
1034	0.80661855
1035	0.8062918663
1036	0.8059794402
1037	0.8056641843
1038	0.8053713145
1039	0.8050445675
1040	0.8046814256
1041	0.8042849187
1042	0.8040676476
1043	0.803806857
1044	0.8035522221
1045	0.8031965654
1046	0.8028769821
1047	0.802423874
1048	0.8020017604
1049	0.8016816473
1050	0.8014653856
1051	0.8011544352
1052	0.8009191498
1053	0.8006324464
1054	0.800299992
1055	0.8000234749
1056	0.7996534115
1057	0.7994408726
1058	0.7992192953
1059	0.7989193733
1060	0.7986196231
1061	0.7983660737
1062	0.7980146655
1063	0.7976770886
1064	0.7974442344
1065	0.7971552866
1066	0.7969899586
1067	0.7967112022
1068	0.7963239181
1069	0.7960673633
1070	0.795616428
1071	0.7952354174
1072	0.795043682
1073	0.7945913755
1074	0.7943104099
1075	0.7940681859
1076	0.793685785
1077	0.7933652945
1078	0.7928877555
1079	0.7926833807
1080	0.7923145529
1081	0.7921012841
1082	0.7917692341
1083	0.7915356643
1084	0.7913114974
1085	0.7910704428
1086	0.7908356124
1087	0.7905638899
1088	0.7903000404
1089	0.7899583373
1090	0.7897521681
1091	0.7895278588
1092	0.7892891442
1093	0.7890168795
1094	0.7886870604
1095	0.7884897966
1096	0.7882561815
1097	0.7879232727
1098	0.7876778601
1099	0.7874592821
1100	0.7871069549
1101	0.7866777635
1102	0.7864429124
1103	0.7860928309
1104	0.7858457582
1105	0.785366061
1106	0.7850414643
1107	0.7848093557
1108	0.7846082476
1109	0.7843520541
1110	0.7840938528
1111	0.7838028578
1112	0.7835019482
1113	0.7832673589
1114	0.7831383348
1115	0.7827901932
1116	0.7826052779
1117	0.7822489715
1118	0.7819753734
1119	0.7816745541
1120	0.7812675611
1121	0.7809945241
1122	0.7806870061
1123	0.7804895919
1124	0.7801692361
1125	0.7798054607
1126	0.7795401799
1127	0.7793299503
1128	0.779005532
1129	0.7787498635
1130	0.7785520222
1131	0.7782945627
1132	0.7780936679
1133	0.7779056246
1134	0.7775343979
1135	0.7772935791
1136	0.7769165811
1137	0.7766217747
1138	0.7763377593
1139	0.7760932376
1140	0.7757140768
1141	0.7754451729
1142	0.7752552989
1143	0.775007474
1144	0.7746533945
1145	0.7743460109
1146	0.7740985475
1147	0.7737401346
1148	0.7734948612
1149	0.7732867619
1150	0.773084361
1151	0.7727550782
1152	0.7723243134
1153	0.7720468567
1154	0.7717632263
1155	0.7714288502
1156	0.7710684947
1157	0.7706864372
1158	0.7704265276
1159	0.7702115495
1160	0.7698313782
1161	0.769491124
1162	0.769156735
1163	0.7689968262
1164	0.7687697167
1165	0.7685879584
1166	0.7683924639
1167	0.7679550995
1168	0.7677139233
1169	0.7674021258
1170	0.7672344237
1171	0.7669369642
1172	0.7666645344
1173	0.7664730151
1174	0.7661993134
1175	0.7659522212
1176	0.7657446368
1177	0.7654780081
1178	0.7651076122
1179	0.76494485
1180	0.7646939456
1181	0.7643924891
1182	0.7640676245
1183	0.7637154944
1184	0.763303577
1185	0.7630683819
1186	0.7627869335
1187	0.7625435162
1188	0.7622828136
1189	0.7618953754
1190	0.7616058297
1191	0.7613347401
1192	0.7611135963
1193	0.7607672377
1194	0.760513692
1195	0.7603513579
1196	0.760195965
1197	0.7599725277
1198	0.7596674175
1199	0.7594825346
1200	0.7592131347
1201	0.7590863881
1202	0.7587725145
1203	0.7585288891
1204	0.7582635068
1205	0.7579357162
1206	0.7577408708
1207	0.7575911925
1208	0.7572957828
1209	0.7569665118
1210	0.7565533754
1211	0.75631226
1212	0.7561117788
1213	0.7559271233
1214	0.7557008206
1215	0.7553629568
1216	0.755077698
1217	0.7548675308
1218	0.7546462885
1219	0.7544569385
1220	0.7541744247
1221	0.7538625391
1222	0.7535438639
1223	0.7533166724
1224	0.7531166992
1225	0.75284565
1226	0.752494061
1227	0.7522448707
1228	0.751802632
1229	0.7514135572
1230	0.7510892629
1231	0.7508266954
1232	0.7506051341
1233	0.7504029623
1234	0.7502364306
1235	0.7500951221
1236	0.7497443919
1237	0.7493860436
1238	0.7490448347
1239	0.7487038244
1240	0.7483565228
1241	0.7481599879
1242	0.7479184417
1243	0.7476571379
1244	0.7473095702
1245	0.7470231947
1246	0.7468180458
1247	0.7466169343
1248	0.7463266107
1249	0.7462041173
1250	0.7459145927
1251	0.7456619559
1252	0.7453424934
1253	0.7450941501
1254	0.7449507702
1255	0.7445267557
1256	0.744327253
1257	0.7441892178
1258	0.7439804881
1259	0.7435331313
1260	0.7433284938
1261	0.7430173884
1262	0.7427166893
1263	0.7425222861
1264	0.7423489216
1265	0.7421475881
1266	0.7417282014
1267	0.7413808705
1268	0.741232873
1269	0.7410129563
1270	0.7407288323
1271	0.7405098134
1272	0.7403333687
1273	0.7401401008
1274	0.7398489193
1275	0.7395190535
1276	0.7392174309
1277	0.7389103823
1278	0.7385394699
1279	0.7384280319
1280	0.7382828987
1281	0.7380450144
1282	0.7378735925
1283	0.7375729326
1284	0.7372797334
1285	0.7370151421
1286	0.7366847107
1287	0.7364457186
1288	0.7361384586
1289	0.7359065496
1290	0.7356768498
1291	0.7353712565
1292	0.7351409212
1293	0.7348378004
1294	0.7344589893
1295	0.7342231931
1296	0.7337959753
1297	0.7335226185
1298	0.7332996642
1299	0.7330776248
1300	0.7328174419
1301	0.7325999903
1302	0.7322435612
1303	0.7319722555
1304	0.7317312914
1305	0.7315607493
1306	0.7312450892
1307	0.7310441661
1308	0.7308354642
1309	0.7306432536
1310	0.730485287
1311	0.7302537416
1312	0.7300037837
1313	0.7298426012
1314	0.7296224715
1315	0.7294890613
1316	0.7292726725
1317	0.7290248823
1318	0.7288795821
1319	0.7285915295
1320	0.7284338553
1321	0.7282247923
1322	0.7278627314
1323	0.7276459515
1324	0.7274194164
1325	0.7271454614
1326	0.7268403433
1327	0.7266161428
1328	0.7262895782
1329	0.7261492757
1330	0.7259410525
1331	0.7256754757
1332	0.7255404747
1333	0.7252705516
1334	0.724981943
1335	0.7247129587
1336	0.7244396116
1337	0.7242866612
1338	0.7239897206
1339	0.7235918239
1340	0.7233729293
1341	0.7231693975
1342	0.7230219834
1343	0.7227280412
1344	0.722470637
1345	0.7222457513
1346	0.722091804
1347	0.7216727185
1348	0.7213190533
1349	0.7211432489
1350	0.7208219114
1351	0.7204291318
1352	0.7201061586
1353	0.7198584484
1354	0.7196288
1355	0.7193163588
1356	0.7190069736
1357	0.7187994951
1358	0.7186002309
1359	0.7181909209
1360	0.7179911981
1361	0.7177581898
1362	0.7174280374
1363	0.7170963342
1364	0.7168564291
1365	0.7165537278
1366	0.7163582109
1367	0.7159698974
1368	0.7157481557
1369	0.7155485934
1370	0.7152817883
1371	0.715069275
1372	0.7149125824
1373	0.7147104966
1374	0.7145404908
1375	0.7141383272
1376	0.7139660158
1377	0.7136590054
1378	0.7131883602
1379	0.7129923855
1380	0.7127802607
1381	0.7124390623
1382	0.7122600636
1383	0.7119451896
1384	0.7118189241
1385	0.7116094836
1386	0.7114750749
1387	0.7112858644
1388	0.711014732
1389	0.7107580258
1390	0.7105801449
1391	0.710220446
1392	0.7099478386
1393	0.709733761
1394	0.7095150524
1395	0.7093571597
1396	0.7091127329
1397	0.7088950308
1398	0.7087093138
1399	0.7084794678
1400	0.7082068665
1401	0.7080282782
1402	0.7078453531
1403	0.7075588314
1404	0.7073623737
1405	0.7071959529
1406	0.7069359237
1407	0.7066281985
1408	0.7064789482
1409	0.7061723186
1410	0.7059556539
1411	0.7057768675
1412	0.7053764513
1413	0.7051971643
1414	0.7048250645
1415	0.7045618305
1416	0.7042947496
1417	0.7040351983
1418	0.7037704526
1419	0.703335637
1420	0.7032243883
1421	0.7030095432
1422	0.7028201758
1423	0.7026586274
1424	0.7024306999
1425	0.702253705
1426	0.7021293872
1427	0.7018741617
1428	0.7015565539
1429	0.7012759232
1430	0.7011333409
1431	0.700944399
1432	0.7007700485
1433	0.7006072371
1434	0.7002933846
1435	0.7000660652
1436	0.6998479194
1437	0.6996178406
1438	0.6994889622
1439	0.6992481789
1440	0.6990042522
1441	0.6986201995
1442	0.6982857684
1443	0.6980815148
1444	0.6978401977
1445	0.6976195754
1446	0.6973321781
1447	0.6970307875
1448	0.6969539886
1449	0.6967446245
1450	0.6966380458
1451	0.6963806241
1452	0.6962030825
1453	0.6959907817
1454	0.6957511672
1455	0.695575431
1456	0.6952656918
1457	0.695159653
1458	0.694925368
1459	0.6947113902
1460	0.6945472824
1461	0.6943656986
1462	0.6940811078
1463	0.6936882938
1464	0.6933922964
1465	0.6930583554
1466	0.6928199343
1467	0.6926116518
1468	0.6924250815
1469	0.6921859925
1470	0.6919083752
1471	0.6916464355
1472	0.6914020754
1473	0.6911755423
1474	0.6910006659
1475	0.6907669272
1476	0.6905529739
1477	0.6901513914
1478	0.6899703757
1479	0.6896773263
1480	0.6894958007
1481	0.6892135019
1482	0.6890165908
1483	0.6888058491
1484	0.6885433299
1485	0.6882550716
1486	0.6881002519
1487	0.6879508477
1488	0.6877206927
1489	0.6873478579
1490	0.6870062953
1491	0.6866911165
1492	0.6865216863
1493	0.686185794
1494	0.6859246952
1495	0.6856238551
1496	0.685485942
1497	0.6853332555
1498	0.6850364949
1499	0.6848892365
1500	0.6846985433
1501	0.6844467168
1502	0.6842513563
1503	0.6840270177
1504	0.6838490609
1505	0.6836577845
1506	0.6834411985
1507	0.6831399902
1508	0.6828814512
1509	0.6827410672
1510	0.6825761016
1511	0.6822048286
1512	0.6820604887
1513	0.681821799
1514	0.6815835326
1515	0.6813199677
1516	0.6811256491
1517	0.6809759699
1518	0.6807756871
1519	0.6805344725
1520	0.6802745523
1521	0.6800731454
1522	0.6798023452
1523	0.6794127953
1524	0.6792170645
1525	0.6790178753
1526	0.6788966908
1527	0.6787590696
1528	0.6785544695
1529	0.6784284984
1530	0.6782591172
1531	0.6781002051
1532	0.677856036
1533	0.6777529151
1534	0.6775012422
1535	0.6773336378
1536	0.6769435917
1537	0.6767985452
1538	0.6766835534
1539	0.676449822
1540	0.6762330491
1541	0.6759714576
1542	0.6758224902
1543	0.6755534535
1544	0.6754231314
1545	0.6750566472
1546	0.674820426
1547	0.6746749672
1548	0.6743618709
1549	0.6740835213
1550	0.6737305162
1551	0.6735057086
1552	0.6733004466
1553	0.6730496561
1554	0.6727909541
1555	0.6725085058
1556	0.6722955984
1557	0.6721302166
1558	0.6719777967
1559	0.6717931451
1560	0.6716028823
1561	0.671448344
1562	0.6712186769
